review_id,emp_id,review_year,rating,manager_comment
1274,637,2023,4,Highly motivated and reliable
1275,638,2022,5,"Below expectations, requires coaching"
1276,638,2023,4,"Meets expectations, room to grow"
1277,639,2022,4,Outstanding performance this year
1278,639,2023,4,Needs improvement in time management
1279,640,2022,3,Needs improvement in time management
1280,640,2023,3,"Good technical skills, improve soft skills"
1281,641,2022,2,Excellent team player and communicator
1282,641,2023,4,Great initiative and problem-solving skills
1283,642,2022,1,Great initiative and problem-solving skills
1284,642,2023,2,Struggles with deadlines occasionally
1285,643,2022,4,"Meets expectations, room to grow"
1286,643,2023,5,"Meets expectations, room to grow"
1287,644,2022,2,Needs improvement in time management
1288,644,2023,4,Struggles with deadlines occasionally
1289,645,2022,4,"Below expectations, requires coaching"
1290,645,2023,4,Great initiative and problem-solving skills
1291,646,2022,4,Highly motivated and reliable
1292,646,2023,2,Consistently delivers high-quality work
1293,647,2022,5,Struggles with deadlines occasionally
1294,647,2023,4,Struggles with deadlines occasionally
1295,648,2022,4,"Meets expectations, room to grow"
1296,648,2023,4,Outstanding performance this year
1297,649,2022,3,Needs improvement in time management
1298,649,2023,3,Consistently delivers high-quality work
1299,650,2022,1,Great initiative and problem-solving skills
1300,650,2023,3,"Below expectations, requires coaching"
1301,651,2022,3,Outstanding performance this year
1302,651,2023,3,Great initiative and problem-solving skills
1303,652,2022,3,"Below expectations, requires coaching"
1304,652,2023,4,Needs improvement in time management
1305,653,2022,2,Needs improvement in time management
1306,653,2023,5,"Meets expectations, room to grow"
1307,654,2022,5,Consistently delivers high-quality work
1308,654,2023,5,Highly motivated and reliable
1309,655,2022,4,Needs improvement in time management
1310,655,2023,5,Needs improvement in time management
1311,656,2022,1,"Below expectations, requires coaching"
1312,656,2023,4,Excellent team player and communicator
1313,657,2022,5,Highly motivated and reliable
1314,657,2023,5,"Meets expectations, room to grow"
1315,658,2022,4,"Below expectations, requires coaching"
1316,658,2023,1,Consistently delivers high-quality work
1317,659,2022,3,Outstanding performance this year
1318,659,2023,3,Struggles with deadlines occasionally
1319,660,2022,2,"Meets expectations, room to grow"
1320,660,2023,4,Excellent team player and communicator
1321,661,2022,4,Needs improvement in time management
1322,661,2023,4,"Meets expectations, room to grow"
1323,662,2022,3,"Below expectations, requires coaching"
1324,662,2023,3,Needs improvement in time management
1325,663,2022,2,Needs improvement in time management
1326,663,2023,2,"Below expectations, requires coaching"
1327,664,2022,3,"Good technical skills, improve soft skills"
1328,664,2023,1,Struggles with deadlines occasionally
1329,665,2022,5,Consistently delivers high-quality work
1330,665,2023,3,"Meets expectations, room to grow"
1331,666,2022,5,Needs improvement in time management
1332,666,2023,4,Great initiative and problem-solving skills
1333,667,2022,2,"Good technical skills, improve soft skills"
1334,667,2023,4,Needs improvement in time management
1335,668,2022,3,Outstanding performance this year
1336,668,2023,4,Consistently delivers high-quality work
1337,669,2022,3,Great initiative and problem-solving skills
1338,669,2023,5,"Below expectations, requires coaching"
1339,670,2022,4,Excellent team player and communicator
1340,670,2023,3,Highly motivated and reliable
1341,671,2022,4,"Good technical skills, improve soft skills"
1342,671,2023,3,Consistently delivers high-quality work
1343,672,2022,3,Great initiative and problem-solving skills
1344,672,2023,3,Consistently delivers high-quality work
1345,673,2022,1,Consistently delivers high-quality work
1346,673,2023,5,Needs improvement in time management
1347,674,2022,4,Needs improvement in time management
1348,674,2023,4,Great initiative and problem-solving skills
1349,675,2022,4,Outstanding performance this year
1350,675,2023,4,Needs improvement in time management
1351,676,2022,1,"Below expectations, requires coaching"
1352,676,2023,2,Consistently delivers high-quality work
1353,677,2022,4,"Meets expectations, room to grow"
1354,677,2023,3,"Meets expectations, room to grow"
1355,678,2022,4,Outstanding performance this year
1356,678,2023,1,Consistently delivers high-quality work
1357,679,2022,2,Needs improvement in time management
1358,679,2023,3,Great initiative and problem-solving skills
1359,680,2022,5,Struggles with deadlines occasionally
1360,680,2023,3,Great initiative and problem-solving skills
1361,681,2022,4,Great initiative and problem-solving skills
1362,681,2023,3,"Meets expectations, room to grow"
1363,682,2022,4,"Meets expectations, room to grow"
1364,682,2023,4,"Meets expectations, room to grow"
1365,683,2022,5,"Below expectations, requires coaching"
1366,683,2023,5,Struggles with deadlines occasionally
1367,684,2022,4,Needs improvement in time management
1368,684,2023,3,"Meets expectations, room to grow"
1369,685,2022,4,Consistently delivers high-quality work
1370,685,2023,5,"Good technical skills, improve soft skills"
1371,686,2022,2,Needs improvement in time management
1372,686,2023,5,Highly motivated and reliable
1373,687,2022,3,Needs improvement in time management
1374,687,2023,2,Outstanding performance this year
1375,688,2022,2,Outstanding performance this year
1376,688,2023,4,Struggles with deadlines occasionally
1377,689,2022,2,Great initiative and problem-solving skills
1378,689,2023,5,"Below expectations, requires coaching"
1379,690,2022,4,Excellent team player and communicator
1380,690,2023,3,Needs improvement in time management
1381,691,2022,4,Highly motivated and reliable
1382,691,2023,2,Outstanding performance this year
1383,692,2022,5,Outstanding performance this year
1384,692,2023,4,Excellent team player and communicator
1385,693,2022,5,Excellent team player and communicator
1386,693,2023,2,"Good technical skills, improve soft skills"
1387,694,2022,4,Excellent team player and communicator
1388,694,2023,5,"Good technical skills, improve soft skills"
1389,695,2022,3,Great initiative and problem-solving skills
1390,695,2023,3,"Meets expectations, room to grow"
1391,696,2022,3,"Below expectations, requires coaching"
1392,696,2023,4,Outstanding performance this year
1393,697,2022,5,Highly motivated and reliable
1394,697,2023,3,Needs improvement in time management
1395,698,2022,3,Excellent team player and communicator
1396,698,2023,5,"Below expectations, requires coaching"
1397,699,2022,3,Excellent team player and communicator
1398,699,2023,4,"Below expectations, requires coaching"
1399,700,2022,3,"Below expectations, requires coaching"
1400,700,2023,4,"Good technical skills, improve soft skills"
1401,701,2022,3,Consistently delivers high-quality work
1402,701,2023,5,Great initiative and problem-solving skills
1403,702,2022,3,Consistently delivers high-quality work
1404,702,2023,4,Outstanding performance this year
1405,703,2022,4,Struggles with deadlines occasionally
1406,703,2023,4,Outstanding performance this year
1407,704,2022,4,Consistently delivers high-quality work
1408,704,2023,1,Highly motivated and reliable
1409,705,2022,4,Outstanding performance this year
1410,705,2023,3,"Below expectations, requires coaching"
1411,706,2022,4,Great initiative and problem-solving skills
1412,706,2023,3,Highly motivated and reliable
1413,707,2022,1,Outstanding performance this year
1414,707,2023,3,Excellent team player and communicator
1415,708,2022,3,"Good technical skills, improve soft skills"
1416,708,2023,2,Highly motivated and reliable
1417,709,2022,5,"Below expectations, requires coaching"
1418,709,2023,3,Outstanding performance this year
1419,710,2022,4,"Below expectations, requires coaching"
1420,710,2023,5,Needs improvement in time management
1421,711,2022,3,"Below expectations, requires coaching"
1422,711,2023,4,Excellent team player and communicator
1423,712,2022,1,Outstanding performance this year
1424,712,2023,2,Needs improvement in time management
1425,713,2022,4,Highly motivated and reliable
1426,713,2023,4,"Good technical skills, improve soft skills"
1427,714,2022,5,Struggles with deadlines occasionally
1428,714,2023,4,"Meets expectations, room to grow"
1429,715,2022,4,Struggles with deadlines occasionally
1430,715,2023,1,Excellent team player and communicator
1431,716,2022,2,Consistently delivers high-quality work
1432,716,2023,5,Highly motivated and reliable
1433,717,2022,4,Highly motivated and reliable
1434,717,2023,4,Needs improvement in time management
1435,718,2022,2,Excellent team player and communicator
1436,718,2023,4,Needs improvement in time management
1437,719,2022,4,"Good technical skills, improve soft skills"
1438,719,2023,5,"Meets expectations, room to grow"
1439,720,2022,5,Great initiative and problem-solving skills
1440,720,2023,2,Excellent team player and communicator
1441,721,2022,4,"Meets expectations, room to grow"
1442,721,2023,2,Outstanding performance this year
1443,722,2022,3,Excellent team player and communicator
1444,722,2023,4,Outstanding performance this year
1445,723,2022,4,"Meets expectations, room to grow"
1446,723,2023,4,Great initiative and problem-solving skills
1447,724,2022,5,Highly motivated and reliable
1448,724,2023,4,Outstanding performance this year
1449,725,2022,3,"Meets expectations, room to grow"
1450,725,2023,4,Highly motivated and reliable
1451,726,2022,2,Needs improvement in time management
1452,726,2023,4,Excellent team player and communicator
1453,727,2022,2,Outstanding performance this year
1454,727,2023,5,Great initiative and problem-solving skills
1455,728,2022,4,"Below expectations, requires coaching"
1456,728,2023,1,Struggles with deadlines occasionally
1457,729,2022,3,"Meets expectations, room to grow"
1458,729,2023,3,Great initiative and problem-solving skills
1459,730,2022,5,"Below expectations, requires coaching"
1460,730,2023,3,"Meets expectations, room to grow"
1461,731,2022,3,Great initiative and problem-solving skills
1462,731,2023,4,Highly motivated and reliable
1463,732,2022,3,Outstanding performance this year
1464,732,2023,2,Excellent team player and communicator
1465,733,2022,3,Outstanding performance this year
1466,733,2023,3,Needs improvement in time management
1467,734,2022,4,Excellent team player and communicator
1468,734,2023,4,Needs improvement in time management
1469,735,2022,1,"Below expectations, requires coaching"
1470,735,2023,4,"Meets expectations, room to grow"
1471,736,2022,2,Consistently delivers high-quality work
1472,736,2023,4,Highly motivated and reliable
1473,737,2022,5,Consistently delivers high-quality work
1474,737,2023,3,Highly motivated and reliable
1475,738,2022,4,Struggles with deadlines occasionally
1476,738,2023,3,Struggles with deadlines occasionally
1477,739,2022,5,Outstanding performance this year
1478,739,2023,5,Consistently delivers high-quality work
1479,740,2022,4,Great initiative and problem-solving skills
1480,740,2023,4,"Below expectations, requires coaching"
1481,741,2022,4,Great initiative and problem-solving skills
1482,741,2023,5,Struggles with deadlines occasionally
1483,742,2022,2,"Below expectations, requires coaching"
1484,742,2023,3,"Meets expectations, room to grow"
1485,743,2022,4,Outstanding performance this year
1486,743,2023,3,"Meets expectations, room to grow"
1487,744,2022,3,"Meets expectations, room to grow"
1488,744,2023,4,Excellent team player and communicator
1489,745,2022,3,"Good technical skills, improve soft skills"
1490,745,2023,5,"Below expectations, requires coaching"
1491,746,2022,5,"Below expectations, requires coaching"
1492,746,2023,4,"Below expectations, requires coaching"
1493,747,2022,4,"Meets expectations, room to grow"
1494,747,2023,4,Excellent team player and communicator
1495,748,2022,4,Outstanding performance this year
1496,748,2023,4,Struggles with deadlines occasionally
1497,749,2022,4,"Good technical skills, improve soft skills"
1498,749,2023,3,"Good technical skills, improve soft skills"
1499,750,2022,5,Excellent team player and communicator
1500,750,2023,1,Excellent team player and communicator
1501,751,2022,5,Consistently delivers high-quality work
1502,751,2023,4,Great initiative and problem-solving skills
1503,752,2022,3,Struggles with deadlines occasionally
1504,752,2023,3,Struggles with deadlines occasionally
1505,753,2022,4,Highly motivated and reliable
1506,753,2023,3,"Meets expectations, room to grow"
1507,754,2022,3,"Good technical skills, improve soft skills"
1508,754,2023,3,"Meets expectations, room to grow"
1509,755,2022,5,Struggles with deadlines occasionally
1510,755,2023,4,Excellent team player and communicator
1511,756,2022,4,"Below expectations, requires coaching"
1512,756,2023,3,"Meets expectations, room to grow"
1513,757,2022,3,Outstanding performance this year
1514,757,2023,5,Needs improvement in time management
1515,758,2022,4,Struggles with deadlines occasionally
1516,758,2023,5,Great initiative and problem-solving skills
1517,759,2022,5,Consistently delivers high-quality work
1518,759,2023,3,Struggles with deadlines occasionally
1519,760,2022,4,Needs improvement in time management
1520,760,2023,4,Highly motivated and reliable
1521,761,2022,4,Excellent team player and communicator
1522,761,2023,3,Excellent team player and communicator
1523,762,2022,2,Highly motivated and reliable
1524,762,2023,5,Struggles with deadlines occasionally
1525,763,2022,4,Outstanding performance this year
1526,763,2023,5,"Meets expectations, room to grow"
1527,764,2022,3,Needs improvement in time management
1528,764,2023,2,Needs improvement in time management
1529,765,2022,5,Needs improvement in time management
1530,765,2023,5,Excellent team player and communicator
1531,766,2022,4,Consistently delivers high-quality work
1532,766,2023,4,Excellent team player and communicator
1533,767,2022,4,Consistently delivers high-quality work
1534,767,2023,3,Excellent team player and communicator
1535,768,2022,2,Excellent team player and communicator
1536,768,2023,5,Struggles with deadlines occasionally
1537,769,2022,5,"Good technical skills, improve soft skills"
1538,769,2023,5,Struggles with deadlines occasionally
1539,770,2022,1,Outstanding performance this year
1540,770,2023,2,"Below expectations, requires coaching"
1541,771,2022,3,Consistently delivers high-quality work
1542,771,2023,3,"Below expectations, requires coaching"
1543,772,2022,4,Outstanding performance this year
1544,772,2023,5,Struggles with deadlines occasionally
1545,773,2022,1,Highly motivated and reliable
1546,773,2023,5,Highly motivated and reliable
1547,774,2022,3,"Below expectations, requires coaching"
1548,774,2023,4,"Good technical skills, improve soft skills"
1549,775,2022,3,Excellent team player and communicator
1550,775,2023,3,Outstanding performance this year
1551,776,2022,4,Struggles with deadlines occasionally
1552,776,2023,3,Needs improvement in time management
1553,777,2022,5,Great initiative and problem-solving skills
1554,777,2023,4,Outstanding performance this year
1555,778,2022,3,Outstanding performance this year
1556,778,2023,5,Struggles with deadlines occasionally
1557,779,2022,3,Highly motivated and reliable
1558,779,2023,4,"Good technical skills, improve soft skills"
1559,780,2022,3,Needs improvement in time management
1560,780,2023,5,Outstanding performance this year
1561,781,2022,3,"Below expectations, requires coaching"
1562,781,2023,4,Needs improvement in time management
1563,782,2022,4,Excellent team player and communicator
1564,782,2023,4,"Meets expectations, room to grow"
1565,783,2022,5,Outstanding performance this year
1566,783,2023,2,Consistently delivers high-quality work
1567,784,2022,5,Outstanding performance this year
1568,784,2023,3,Highly motivated and reliable
1569,785,2022,5,Consistently delivers high-quality work
1570,785,2023,3,Struggles with deadlines occasionally
1571,786,2022,3,Needs improvement in time management
1572,786,2023,5,"Good technical skills, improve soft skills"
1573,787,2022,3,Needs improvement in time management
1574,787,2023,3,Great initiative and problem-solving skills
1575,788,2022,3,"Meets expectations, room to grow"
1576,788,2023,4,"Below expectations, requires coaching"
1577,789,2022,3,Consistently delivers high-quality work
1578,789,2023,2,Great initiative and problem-solving skills
1579,790,2022,3,"Meets expectations, room to grow"
1580,790,2023,3,Consistently delivers high-quality work
1581,791,2022,3,"Below expectations, requires coaching"
1582,791,2023,4,"Good technical skills, improve soft skills"
1583,792,2022,5,Needs improvement in time management
1584,792,2023,3,Needs improvement in time management
1585,793,2022,4,"Meets expectations, room to grow"
1586,793,2023,3,"Below expectations, requires coaching"
1587,794,2022,5,Great initiative and problem-solving skills
1588,794,2023,3,Great initiative and problem-solving skills
1589,795,2022,5,Outstanding performance this year
1590,795,2023,3,"Below expectations, requires coaching"
1591,796,2022,3,Highly motivated and reliable
1592,796,2023,3,Outstanding performance this year
1593,797,2022,3,Struggles with deadlines occasionally
1594,797,2023,4,Highly motivated and reliable
1595,798,2022,3,"Meets expectations, room to grow"
1596,798,2023,3,Outstanding performance this year
1597,799,2022,2,Excellent team player and communicator
1598,799,2023,5,"Below expectations, requires coaching"
1599,800,2022,4,Needs improvement in time management
1600,800,2023,4,Outstanding performance this year
1601,801,2022,3,Great initiative and problem-solving skills
1602,801,2023,3,Outstanding performance this year
1603,802,2022,3,Struggles with deadlines occasionally
1604,802,2023,5,"Meets expectations, room to grow"
1605,803,2022,4,Consistently delivers high-quality work
1606,803,2023,5,Needs improvement in time management
1607,804,2022,3,Highly motivated and reliable
1608,804,2023,3,Needs improvement in time management
1609,805,2022,2,Struggles with deadlines occasionally
1610,805,2023,5,Needs improvement in time management
1611,806,2022,4,Outstanding performance this year
1612,806,2023,4,Consistently delivers high-quality work
1613,807,2022,3,Great initiative and problem-solving skills
1614,807,2023,3,"Meets expectations, room to grow"
1615,808,2022,2,Consistently delivers high-quality work
1616,808,2023,3,Outstanding performance this year
1617,809,2022,4,Great initiative and problem-solving skills
1618,809,2023,5,"Good technical skills, improve soft skills"
1619,810,2022,2,"Below expectations, requires coaching"
1620,810,2023,5,Great initiative and problem-solving skills
1621,811,2022,4,Consistently delivers high-quality work
1622,811,2023,3,"Good technical skills, improve soft skills"
1623,812,2022,4,Great initiative and problem-solving skills
1624,812,2023,1,Needs improvement in time management
1625,813,2022,4,Outstanding performance this year
1626,813,2023,4,Highly motivated and reliable
1627,814,2022,3,"Meets expectations, room to grow"
1628,814,2023,4,Great initiative and problem-solving skills
1629,815,2022,5,Outstanding performance this year
1630,815,2023,5,"Below expectations, requires coaching"
1631,816,2022,3,Excellent team player and communicator
1632,816,2023,1,Excellent team player and communicator
1633,817,2022,3,Great initiative and problem-solving skills
1634,817,2023,4,Struggles with deadlines occasionally
1635,818,2022,3,Struggles with deadlines occasionally
1636,818,2023,4,Outstanding performance this year
1637,819,2022,2,Excellent team player and communicator
1638,819,2023,3,Outstanding performance this year
1639,820,2022,5,"Good technical skills, improve soft skills"
1640,820,2023,4,Great initiative and problem-solving skills
1641,821,2022,3,Needs improvement in time management
1642,821,2023,4,Consistently delivers high-quality work
1643,822,2022,4,Great initiative and problem-solving skills
1644,822,2023,3,Highly motivated and reliable
1645,823,2022,3,"Below expectations, requires coaching"
1646,823,2023,4,Needs improvement in time management
1647,824,2022,4,Excellent team player and communicator
1648,824,2023,4,Consistently delivers high-quality work
1649,825,2022,5,Struggles with deadlines occasionally
1650,825,2023,4,Consistently delivers high-quality work
1651,826,2022,3,Consistently delivers high-quality work
1652,826,2023,2,Excellent team player and communicator
1653,827,2022,5,"Meets expectations, room to grow"
1654,827,2023,4,Excellent team player and communicator
1655,828,2022,4,Great initiative and problem-solving skills
1656,828,2023,2,Outstanding performance this year
1657,829,2022,2,Struggles with deadlines occasionally
1658,829,2023,3,Needs improvement in time management
1659,830,2022,3,"Meets expectations, room to grow"
1660,830,2023,2,Excellent team player and communicator
1661,831,2022,4,Great initiative and problem-solving skills
1662,831,2023,4,Struggles with deadlines occasionally
1663,832,2022,5,"Good technical skills, improve soft skills"
1664,832,2023,4,Needs improvement in time management
1665,833,2022,3,Consistently delivers high-quality work
1666,833,2023,4,Struggles with deadlines occasionally
1667,834,2022,4,"Good technical skills, improve soft skills"
1668,834,2023,4,Needs improvement in time management
1669,835,2022,4,Needs improvement in time management
1670,835,2023,4,Struggles with deadlines occasionally
1671,836,2022,5,Highly motivated and reliable
1672,836,2023,4,Outstanding performance this year
1673,837,2022,4,Needs improvement in time management
1674,837,2023,4,Consistently delivers high-quality work
1675,838,2022,3,Highly motivated and reliable
1676,838,2023,3,Needs improvement in time management
1677,839,2022,5,"Meets expectations, room to grow"
1678,839,2023,1,Struggles with deadlines occasionally
1679,840,2022,2,Outstanding performance this year
1680,840,2023,2,"Meets expectations, room to grow"
1681,841,2022,4,Excellent team player and communicator
1682,841,2023,3,"Good technical skills, improve soft skills"
1683,842,2022,3,Needs improvement in time management
1684,842,2023,4,Excellent team player and communicator
1685,843,2022,4,Excellent team player and communicator
1686,843,2023,3,Consistently delivers high-quality work
1687,844,2022,5,"Good technical skills, improve soft skills"
1688,844,2023,3,Outstanding performance this year
1689,845,2022,2,Highly motivated and reliable
1690,845,2023,4,Great initiative and problem-solving skills
1691,846,2022,1,Consistently delivers high-quality work
1692,846,2023,3,Struggles with deadlines occasionally
1693,847,2022,2,Great initiative and problem-solving skills
1694,847,2023,3,Needs improvement in time management
1695,848,2022,2,"Below expectations, requires coaching"
1696,848,2023,4,Needs improvement in time management
1697,849,2022,3,Needs improvement in time management
1698,849,2023,5,Needs improvement in time management
1699,850,2022,4,"Good technical skills, improve soft skills"
1700,850,2023,1,"Below expectations, requires coaching"
1701,851,2022,5,Consistently delivers high-quality work
1702,851,2023,1,"Below expectations, requires coaching"
1703,852,2022,3,"Meets expectations, room to grow"
1704,852,2023,3,Consistently delivers high-quality work
1705,853,2022,4,Struggles with deadlines occasionally
1706,853,2023,4,"Below expectations, requires coaching"
1707,854,2022,3,Outstanding performance this year
1708,854,2023,5,"Below expectations, requires coaching"
1709,855,2022,3,Consistently delivers high-quality work
1710,855,2023,3,"Meets expectations, room to grow"
1711,856,2022,4,Outstanding performance this year
1712,856,2023,4,Excellent team player and communicator
1713,857,2022,2,Needs improvement in time management
1714,857,2023,3,Great initiative and problem-solving skills
1715,858,2022,3,"Good technical skills, improve soft skills"
1716,858,2023,4,Great initiative and problem-solving skills
1717,859,2022,4,"Below expectations, requires coaching"
1718,859,2023,3,"Below expectations, requires coaching"
1719,860,2022,5,"Below expectations, requires coaching"
1720,860,2023,4,Highly motivated and reliable
1721,861,2022,4,"Good technical skills, improve soft skills"
1722,861,2023,4,"Good technical skills, improve soft skills"
1723,862,2022,5,"Good technical skills, improve soft skills"
1724,862,2023,4,Highly motivated and reliable
1725,863,2022,3,"Below expectations, requires coaching"
1726,863,2023,4,"Good technical skills, improve soft skills"
1727,864,2022,4,"Below expectations, requires coaching"
1728,864,2023,3,"Good technical skills, improve soft skills"
1729,865,2022,3,Excellent team player and communicator
1730,865,2023,3,"Meets expectations, room to grow"
1731,866,2022,3,"Meets expectations, room to grow"
1732,866,2023,3,Excellent team player and communicator
1733,867,2022,2,"Good technical skills, improve soft skills"
1734,867,2023,5,"Good technical skills, improve soft skills"
1735,868,2022,5,Excellent team player and communicator
1736,868,2023,3,Great initiative and problem-solving skills
1737,869,2022,4,"Good technical skills, improve soft skills"
1738,869,2023,5,Highly motivated and reliable
1739,870,2022,3,Outstanding performance this year
1740,870,2023,5,Consistently delivers high-quality work
1741,871,2022,3,Great initiative and problem-solving skills
1742,871,2023,5,Great initiative and problem-solving skills
1743,872,2022,3,Needs improvement in time management
1744,872,2023,4,Outstanding performance this year
1745,873,2022,3,"Good technical skills, improve soft skills"
1746,873,2023,3,Needs improvement in time management
1747,874,2022,3,"Meets expectations, room to grow"
1748,874,2023,3,Great initiative and problem-solving skills
1749,875,2022,4,Outstanding performance this year
1750,875,2023,4,"Below expectations, requires coaching"
1751,876,2022,3,Great initiative and problem-solving skills
1752,876,2023,4,"Below expectations, requires coaching"
1753,877,2022,5,Great initiative and problem-solving skills
1754,877,2023,3,Excellent team player and communicator
1755,878,2022,3,"Good technical skills, improve soft skills"
1756,878,2023,4,Consistently delivers high-quality work
1757,879,2022,4,Needs improvement in time management
1758,879,2023,3,Consistently delivers high-quality work
1759,880,2022,4,Excellent team player and communicator
1760,880,2023,4,"Meets expectations, room to grow"
1761,881,2022,4,Needs improvement in time management
1762,881,2023,5,Outstanding performance this year
1763,882,2022,4,Outstanding performance this year
1764,882,2023,5,"Below expectations, requires coaching"
1765,883,2022,1,Excellent team player and communicator
1766,883,2023,4,Consistently delivers high-quality work
1767,884,2022,4,Highly motivated and reliable
1768,884,2023,4,Highly motivated and reliable
1769,885,2022,5,"Below expectations, requires coaching"
1770,885,2023,4,Needs improvement in time management
1771,886,2022,4,Struggles with deadlines occasionally
1772,886,2023,3,Excellent team player and communicator
1773,887,2022,2,Needs improvement in time management
1774,887,2023,3,Needs improvement in time management
1775,888,2022,4,Needs improvement in time management
1776,888,2023,4,Consistently delivers high-quality work
1777,889,2022,3,"Meets expectations, room to grow"
1778,889,2023,3,"Good technical skills, improve soft skills"
1779,890,2022,5,"Below expectations, requires coaching"
1780,890,2023,1,Great initiative and problem-solving skills
1781,891,2022,5,Highly motivated and reliable
1782,891,2023,4,"Meets expectations, room to grow"
1783,892,2022,4,Great initiative and problem-solving skills
1784,892,2023,4,Struggles with deadlines occasionally
1785,893,2022,4,Excellent team player and communicator
1786,893,2023,4,Great initiative and problem-solving skills
1787,894,2022,3,Outstanding performance this year
1788,894,2023,4,Consistently delivers high-quality work
1789,895,2022,3,"Below expectations, requires coaching"
1790,895,2023,2,"Meets expectations, room to grow"
1791,896,2022,4,"Below expectations, requires coaching"
1792,896,2023,4,Highly motivated and reliable
1793,897,2022,2,Consistently delivers high-quality work
1794,897,2023,4,Highly motivated and reliable
1795,898,2022,4,Excellent team player and communicator
1796,898,2023,4,Consistently delivers high-quality work
1797,899,2022,3,Struggles with deadlines occasionally
1798,899,2023,5,Needs improvement in time management
1799,900,2022,3,Outstanding performance this year
1800,900,2023,3,"Meets expectations, room to grow"
1801,901,2022,2,"Good technical skills, improve soft skills"
1802,901,2023,3,Excellent team player and communicator
1803,902,2022,5,Highly motivated and reliable
1804,902,2023,4,Outstanding performance this year
1805,903,2022,3,Excellent team player and communicator
1806,903,2023,3,Great initiative and problem-solving skills
1807,904,2022,3,Outstanding performance this year
1808,904,2023,4,"Below expectations, requires coaching"
1809,905,2022,5,"Good technical skills, improve soft skills"
1810,905,2023,5,Highly motivated and reliable
1811,906,2022,3,Outstanding performance this year
1812,906,2023,4,Highly motivated and reliable
1813,907,2022,4,Excellent team player and communicator
1814,907,2023,3,Consistently delivers high-quality work
1815,908,2022,4,Highly motivated and reliable
1816,908,2023,4,"Meets expectations, room to grow"
1817,909,2022,2,Highly motivated and reliable
1818,909,2023,5,"Good technical skills, improve soft skills"
1819,910,2022,2,Consistently delivers high-quality work
1820,910,2023,3,Outstanding performance this year
1821,911,2022,4,"Good technical skills, improve soft skills"
1822,911,2023,5,"Below expectations, requires coaching"
1823,912,2022,4,Excellent team player and communicator
1824,912,2023,5,Highly motivated and reliable
1825,913,2022,5,"Meets expectations, room to grow"
1826,913,2023,3,Highly motivated and reliable
1827,914,2022,3,Excellent team player and communicator
1828,914,2023,4,Consistently delivers high-quality work
1829,915,2022,5,Needs improvement in time management
1830,915,2023,4,Consistently delivers high-quality work
1831,916,2022,4,Consistently delivers high-quality work
1832,916,2023,4,"Below expectations, requires coaching"
1833,917,2022,3,Consistently delivers high-quality work
1834,917,2023,4,"Meets expectations, room to grow"
1835,918,2022,3,Consistently delivers high-quality work
1836,918,2023,2,Needs improvement in time management
1837,919,2022,4,Highly motivated and reliable
1838,919,2023,1,Great initiative and problem-solving skills
1839,920,2022,2,"Good technical skills, improve soft skills"
1840,920,2023,4,Great initiative and problem-solving skills
1841,921,2022,4,"Good technical skills, improve soft skills"
1842,921,2023,3,"Meets expectations, room to grow"
1843,922,2022,5,Highly motivated and reliable
1844,922,2023,3,Outstanding performance this year
1845,923,2022,4,Outstanding performance this year
1846,923,2023,2,Excellent team player and communicator
1847,924,2022,4,"Below expectations, requires coaching"
1848,924,2023,5,"Good technical skills, improve soft skills"
1849,925,2022,3,Great initiative and problem-solving skills
1850,925,2023,4,Struggles with deadlines occasionally
1851,926,2022,3,Outstanding performance this year
1852,926,2023,1,"Below expectations, requires coaching"
1853,927,2022,3,"Good technical skills, improve soft skills"
1854,927,2023,3,Consistently delivers high-quality work
1855,928,2022,5,"Below expectations, requires coaching"
1856,928,2023,3,Needs improvement in time management
1857,929,2022,4,"Below expectations, requires coaching"
1858,929,2023,4,Outstanding performance this year
1859,930,2022,5,Needs improvement in time management
1860,930,2023,4,Needs improvement in time management
1861,931,2022,3,Consistently delivers high-quality work
1862,931,2023,5,Outstanding performance this year
1863,932,2022,3,Great initiative and problem-solving skills
1864,932,2023,3,Highly motivated and reliable
1865,933,2022,4,"Good technical skills, improve soft skills"
1866,933,2023,2,Consistently delivers high-quality work
1867,934,2022,4,"Good technical skills, improve soft skills"
1868,934,2023,3,"Below expectations, requires coaching"
1869,935,2022,1,Great initiative and problem-solving skills
1870,935,2023,4,Needs improvement in time management
1871,936,2022,4,"Meets expectations, room to grow"
1872,936,2023,4,"Good technical skills, improve soft skills"
1873,937,2022,5,"Meets expectations, room to grow"
1874,937,2023,3,Struggles with deadlines occasionally
1875,938,2022,4,Highly motivated and reliable
1876,938,2023,4,Consistently delivers high-quality work
1877,939,2022,4,Outstanding performance this year
1878,939,2023,4,"Below expectations, requires coaching"
1879,940,2022,3,Great initiative and problem-solving skills
1880,940,2023,5,Struggles with deadlines occasionally
1881,941,2022,4,Struggles with deadlines occasionally
1882,941,2023,5,Outstanding performance this year
1883,942,2022,3,"Below expectations, requires coaching"
1884,942,2023,3,Highly motivated and reliable
1885,943,2022,4,Needs improvement in time management
1886,943,2023,4,"Meets expectations, room to grow"
1887,944,2022,4,"Good technical skills, improve soft skills"
1888,944,2023,5,Outstanding performance this year
1889,945,2022,5,Excellent team player and communicator
1890,945,2023,3,Highly motivated and reliable
1891,946,2022,3,"Meets expectations, room to grow"
1892,946,2023,5,Needs improvement in time management
1893,947,2022,4,"Below expectations, requires coaching"
